TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
-0.27775713321341144,-0.2700987773936789,-0.2831986727884076,-0.2650469341711765,-0.2568126004975931,-0.2677129373099627,-0.28384325626343593,-0.29737165198693294,-0.30887536138743155,-0.2794379480872448,-0.28901881329068524,-0.27775713321341144,-0.3220609188056322,-0.27454448677804166,-0.25619918148107806,-0.27107639173624704,-0.27170474212417894,-0.25109024366437793,-0.31327913807064617,-0.30044493214001006,-0.2918102880575128,-0.2724919609624044,-0.27611579828980853,-0.2983736064933836,-0.27805325188583563,-0.29500477088164523,-0.29924301303567025,-0.3179938253037066,-0.27928121076960827,-0.2807841174627884,748
1.1694248449274751,0.9427533469942457,1.2156544419868387,0.8489976318228895,0.8937259014351115,1.2227184874788841,1.540764999484617,1.3580005132817314,1.4283330288388438,1.5399330256795838,1.3982838859212259,1.1694248449274751,0.9988237900251707,0.8340556945911356,0.21164835560771286,1.1940342394325247,1.2056077198894521,0.9014196473787518,1.64684862135407,0.8690766810889945,0.7938416984201678,1.2927514221210679,1.2079726387151624,1.452812390156185,1.1958140415555385,0.8856656796935749,1.001140177469353,0.8827277557389877,0.8259675833256445,0.9522039129428039,21949
-0.3048791090488268,-0.298328007477267,-0.30959559357001937,-0.28661247101357284,-0.27904473543388697,-0.29074281993497636,-0.31025156708877727,-0.3315615832866778,-0.3449131425684125,-0.3252020299974426,-0.3284666102943406,-0.3048791090488268,-0.3574993850284346,-0.322347251665505,-0.28597827477222304,-0.2987898645012208,-0.2994696176972354,-0.2770586602308919,-0.3319295311403686,-0.3129971586207422,-0.3178980881442794,-0.30290325017263764,-0.30381002717651656,-0.33498830682141134,-0.3049104889621582,-0.32863446958264586,-0.33135638019635516,-0.3589658328378292,-0.30465947905651913,-0.3097651582614089,182
-0.1963492305068894,-0.19373631770993877,-0.20422078883697237,-0.20464729216356672,-0.19509750048619134,-0.18751096844802695,-0.1950897931970626,-0.19891623965088795,-0.17788714716326406,-0.17398158542461523,-0.17727183239946717,-0.1963492305068894,-0.1938449021994245,-0.15430631878850268,-0.1309208604410845,-0.2038992181770195,-0.20659684996075942,-0.13717354336707369,-0.24453588299746976,-0.23897646302366984,-0.1950452465704893,-0.18856043093009536,-0.1916473342027129,-0.18118376269438025,-0.19624739219427095,-0.17764976515902559,-0.1863157060147424,-0.1632672378456537,-0.18170092886642653,-0.1771510206784359,2802
2.0639583380072364,2.501413539906125,2.1727556987136656,2.049606948603413,2.068966775519254,1.833528031746105,1.8471763222524076,2.031397287296452,1.9125999570751995,1.7849200946010229,2.0247447442457567,2.0639583380072364,2.1654203180380986,2.18298431751382,2.584436860444489,1.9695374384038102,1.987075338776653,1.5229399819983007,1.1350971168390973,2.670041367115221,3.074231279983499,1.4177318435986692,2.046614680871588,1.9438044459339412,1.9668434575579354,2.3582115724081865,2.5093805282331627,2.4214683989381927,2.094242339263967,2.0062598923461996,45307
-0.2794631252817678,-0.26849593127876326,-0.28251273129856286,-0.2664994305721611,-0.2594053288143142,-0.2702897073938803,-0.2858800674707096,-0.3042386127649325,-0.3138545897038188,-0.2735516259574911,-0.29179225601195946,-0.2794631252817678,-0.31163205312096526,-0.2990292305670827,-0.2670100010632095,-0.2664485913878518,-0.26669644272699283,-0.25539440110634154,-0.30588932461509505,-0.28554957145734267,-0.2815123863433424,-0.2743752711538668,-0.27804065836419534,-0.301061073376891,-0.280556368046651,-0.30061814916106033,-0.30047865911629884,-0.3339627288612606,-0.2802223915802487,-0.282207293573435,691
0.2622538183360761,0.17635367330117005,0.2739277358944631,0.32200369456010064,0.14101808224213072,0.1514263250901363,0.2904438576954501,0.3547288512605739,0.37771585408113467,0.5600676559393174,0.3591322216959687,0.2622538183360761,0.4172669498169956,0.3270900364463676,0.3964190773096183,0.19623071028147554,0.19147958338327806,0.3027113472016099,0.4613687709088225,0.6829243553134704,0.14369364804782836,0.5752460894918923,0.2859798914072427,0.43273139956719514,0.2857282048913344,0.3396710857157954,0.3044909757723373,0.4780973707746717,0.2601498481288625,0.31022210739479245,12070
-0.2632247192321757,-0.2578980084592467,-0.26730375274786716,-0.2582282705109987,-0.24393061964837226,-0.25149308990673125,-0.26375608366756453,-0.28134874350493383,-0.2876273672848285,-0.267084962209311,-0.26841609593264837,-0.2632247192321757,-0.29366685619624644,-0.2713894056991854,-0.2661328554581684,-0.2550657431557555,-0.25568559460716195,-0.23559527687330883,-0.3010075353407049,-0.2894719773028681,-0.27453641666362294,-0.25750904529674395,-0.26129863964757444,-0.28159729806906486,-0.2635258930236069,-0.28196757340026485,-0.2855837514704605,-0.30883238262526924,-0.2718189914852451,-0.2721156811524868,896
-0.06847178286635201,-0.04615485975599369,-0.07479072564971465,-0.0889720926740429,-0.033715474157997354,-0.05177040152736696,-0.07037607709192663,-0.08484356208555273,-0.10171974370961757,-0.11909784951057374,-0.04501486323815754,-0.06847178286635201,-0.06617984453504824,-0.051125307881530475,-0.11848732148962707,-0.08846493061352725,-0.08802798630357879,-0.09685793532734763,-0.04431439649457528,-0.05750945802186217,0.04195358524904627,-0.11196521325277406,-0.0696471443297487,-0.10199307186036297,-0.07252691042191124,-0.05818089266091451,-0.04187942393778498,-0.11930503721509673,-0.0801878557187831,-0.10469841868188484,3825
-0.2505871857205379,-0.26610362364456086,-0.2671145275092893,-0.25548466619802784,-0.25007558991083734,-0.24620150848440045,-0.24713383128636565,-0.24139288311311335,-0.21638989285730803,-0.1882414080488073,-0.2551052568539494,-0.2505871857205379,-0.29053819649084633,-0.24535998679862098,-0.23988427322731382,-0.2518719091124968,-0.2521902833139346,-0.2394690185710761,-0.28166240204004284,-0.22912956885387217,-0.27306039046159913,-0.25343062324656035,-0.24911293528424894,-0.22258704037847568,-0.24571005079709216,-0.2591701776492707,-0.268365291955614,-0.2656972566809601,-0.23413814545924896,-0.23291364828649577,1765
